Z,N,BE_exp,BE_misr,BE_pymisr,misr_residuals,pymisr_residuals
18,30,395.6976,390.54987060570653,391.6030808800807,-5.147729394293492,-4.094519119919312
18,30,395.6976,390.54987060570653,391.6030808800807,-5.147729394293492,-4.094519119919312
18,18,306.7167456,298.92999999999995,300.7336973321914,-7.786745600000074,-5.983048267808613
18,19,315.50421700000004,310.9290894063968,312.06075022586265,-4.575127593603213,-3.4434667741373914
18,14,246.40032,238.7610718827521,245.87268156179087,-7.639248117247888,-0.5276384382091237
18,14,246.40032,238.7610718827521,245.87268156179087,-7.639248117247888,-0.5276384382091237
18,15,261.655548,255.87183479798665,261.1604349748424,-5.7837132020133595,-0.49511302515759326
18,15,261.655548,255.87183479798665,261.1604349748424,-5.7837132020133595,-0.49511302515759326
18,16,278.7208616,271.5141006024322,275.35001088746833,-7.206760997567756,-3.3708507125316487
18,17,291.46117,285.8267151187736,288.51791225319994,-5.634454881226361,-2.943257746800043
18,13,224.812,220.01999500994015,229.40241411755608,-4.792004990059866,4.590414117556065
18,13,224.812,220.01999500994015,229.40241411755608,-4.792004990059866,4.590414117556065
18,13,224.812,220.01999500994015,229.40241411755608,-4.792004990059866,4.590414117556065
18,13,224.812,220.01999500994015,229.40241411755608,-4.792004990059866,4.590414117556065
18,13,224.812,220.01999500994015,229.40241411755608,-4.792004990059866,4.590414117556065
18,13,224.812,220.01999500994015,229.40241411755608,-4.792004990059866,4.590414117556065
18,29,390.63674,386.32230327297367,387.1033761412171,-4.314436727026305,-3.5333638587828773
18,29,390.63674,386.32230327297367,387.1033761412171,-4.314436727026305,-3.5333638587828773
18,25,364.99432,364.25488495124364,364.2836038709571,-0.739435048756377,-0.7107161290429076
18,26,373.72896,370.6174274886173,370.7672478111942,-3.111532511382677,-2.961712188805791
18,27,378.897885,376.3904930139115,376.71219154939865,-2.5073919860884644,-2.1856934506013204
18,28,386.96948,381.61347086259576,382.14832737930016,-5.3560091374042145,-4.82115262069982
18,21,333.9414,331.9741104509704,332.27526065235025,-1.9672895490296014,-1.6661393476497324
18,22,343.8103760000001,341.17482496257765,341.2642323822253,-2.635551037422431,-2.54614361777476
18,23,349.909293,349.58380880025885,349.5684612186035,-0.3254841997411404,-0.3408317813965027
18,24,359.33562,357.25958053731034,357.2289791143229,-2.076039462689664,-2.106640885677109
18,20,327.342678,321.9164939101903,322.5569510469251,-5.426184089809681,-4.785726953074857
19,27,391.829978,389.1961046851168,390.35023418767076,-2.6338733148832034,-1.4797438123292181
19,26,384.960375,382.5082972457051,383.62256510918525,-2.452077754294919,-1.3378098908147535
19,29,404.843136,400.881054759355,402.2498338897058,-3.962081240645034,-2.5933021102941893
19,29,404.843136,400.881054759355,402.2498338897058,-3.962081240645034,-2.5933021102941893
19,28,400.19936,395.30812060679136,396.5499060429305,-4.89123939320865,-3.649453957069511
19,23,359.1527982,358.5683125230393,359.9551819530413,-0.5844856769606963,0.8023837530412834
19,22,351.6189971,349.1338026035839,350.7862342946402,-2.4851944964161135,-0.8327628053597778
19,25,376.054888,375.2045238498487,376.3364749451679,-0.8503641501512789,0.28158694516787364
19,24,368.77746,367.24070039062605,368.45915664438934,-1.5367596093739735,-0.3183033556106807
19,21,341.52362800000003,338.87784229162054,340.9108083044653,-2.645785708379492,-0.6128196955347107
